,Default,checkingstatus1,duration,history,purpose,amount,savings,employ,status,others,residence,property,age,otherplans,housing,cards,job,liable,foreign
218,0,0,0.25103596496548986,2,2,-0.08541059216432009,0,2,0,0,2,0,-1.015363870514571,2,0,-0.6983868084555068,1,1.0,0
219,0,3,-0.9010106728111548,2,0,-0.6632650994979781,0,2,1,0,4,2,2.4745590761201623,2,1,-0.6983868084555068,2,1.0,0
220,0,1,-0.7364325817002055,2,3,-0.9209805375906596,0,1,3,2,1,0,-0.8408677231828344,0,1,-0.6983868084555068,1,1.0,0
221,0,0,-0.7364325817002055,2,6,-0.7204577001031198,4,2,1,0,4,1,-1.1026119441804394,0,0,-0.6983868084555068,2,1.0,0
222,0,3,-0.7364325817002055,2,3,-0.8923842372880887,0,2,2,0,2,0,-0.49187542851936106,0,1,1.0342230879313794,2,1.0,0
223,0,3,0.25103596496548986,3,9,-0.10040621305469263,4,2,2,0,4,0,-0.3173792811876244,2,1,1.0342230879313794,2,2.0,0
224,0,3,-0.4895654450337817,2,1,0.4851204724089234,0,2,2,0,2,2,-0.49187542851936106,2,1,-0.6983868084555068,2,1.0,0
225,0,3,1.2385045116311852,0,5,-0.22769462293808743,0,2,2,0,2,2,-0.753619649516966,2,1,1.0342230879313794,2,1.0,0
226,1,1,2.225973058296881,2,3,2.683548242011446,3,3,2,1,2,3,-0.753619649516966,0,1,1.0342230879313794,2,1.0,0
227,1,0,-0.7364325817002055,2,2,1.6038635379046233,0,4,2,0,4,3,1.5148302657956108,2,2,-0.6983868084555068,3,1.0,0
228,1,3,-0.9832997183666294,2,3,-0.6235092673700137,0,3,2,0,2,2,-1.1898600178463077,2,1,-0.6983868084555068,2,1.0,0
229,0,0,0.25103596496548986,2,2,-0.04077246486274603,0,1,2,0,1,3,-1.1898600178463077,0,2,-0.6983868084555068,2,1.0,0
230,1,2,1.2385045116311852,2,3,0.32923576222295775,0,2,2,0,2,2,-0.8408677231828344,2,1,-0.6983868084555068,2,1.0,0
231,0,3,-0.9832997183666294,2,0,-0.26466057210970345,2,4,2,0,4,3,1.340334118463874,2,2,-0.6983868084555068,1,1.0,0
232,0,3,-0.7364325817002055,2,3,-0.3922977173626418,1,3,2,0,1,3,-0.05563506019001937,2,1,-0.6983868084555068,2,1.0,0
233,0,1,-0.24269830836735784,2,3,-0.8369353135306646,0,2,3,2,2,0,-0.9281157968487027,2,1,-0.6983868084555068,1,1.0,0
234,0,3,-1.3947449461440025,4,3,-0.6004927329801396,0,3,2,0,1,0,0.555101455471059,2,1,2.7668329843182655,1,2.0,0
235,1,0,0.25103596496548986,2,3,-0.5031955648774898,0,0,2,0,2,2,-0.49187542851936106,1,1,-0.6983868084555068,3,2.0,0
236,1,1,-1.2301668550330533,2,0,3.936903160150955,4,0,2,0,2,1,-1.1026119441804394,2,1,-0.6983868084555068,0,1.0,0
237,1,1,0.004168828299066009,2,9,-0.17398937602838113,1,4,0,0,2,2,2.2128148551225575,0,0,1.0342230879313794,1,1.0,0
238,0,3,-0.7364325817002055,4,3,-0.688722781474657,0,2,1,0,2,1,-0.05563506019001937,2,1,1.0342230879313794,2,1.0,0
239,0,0,0.7447702382983376,2,3,-0.25942954156655024,0,4,2,2,3,1,0.29335723447345396,2,1,-0.6983868084555068,2,2.0,0
240,1,0,0.25103596496548986,2,0,-0.8198472804230309,4,4,1,0,2,2,-0.5791235021852293,0,1,-0.6983868084555068,2,1.0,0
241,0,3,-1.2301668550330533,2,3,-0.5827072291334187,0,3,2,0,2,1,1.340334118463874,2,1,-0.6983868084555068,2,2.0,0
242,1,0,2.225973058296881,0,1,0.4669862331926589,0,4,2,0,4,3,-1.015363870514571,2,2,1.0342230879313794,2,2.0,0
243,0,3,-0.7364325817002055,4,9,-0.725688730646273,0,2,1,0,2,0,-0.753619649516966,2,1,1.0342230879313794,2,1.0,0
244,0,3,-0.7364325817002055,1,8,0.06315067526123108,2,2,1,0,3,0,-0.05563506019001937,2,1,-0.6983868084555068,1,2.0,0
245,0,3,0.25103596496548986,2,9,-0.7002310486695941,0,3,2,0,1,0,-0.9281157968487027,2,1,-0.6983868084555068,2,1.0,0
246,0,3,-0.7364325817002055,4,3,-0.8888968835926533,0,4,2,0,4,0,1.4275821921297425,2,1,2.7668329843182655,2,1.0,0
247,0,3,-1.2301668550330533,0,0,-0.7190627586249456,1,2,2,0,1,3,-0.05563506019001937,0,0,-0.6983868084555068,2,1.0,1
248,0,2,0.25103596496548986,2,2,-0.467624557184048,0,2,2,0,2,0,-0.8408677231828344,2,1,-0.6983868084555068,2,1.0,0
249,1,3,-0.24269830836735784,2,3,-0.9879377285430206,0,0,1,1,4,0,-1.1898600178463077,2,0,-0.6983868084555068,2,1.0,0
250,0,0,-1.2301668550330533,4,0,-0.9066823874393741,3,3,1,0,4,0,0.29335723447345396,2,1,1.0342230879313794,1,1.0,0
251,0,2,-0.7364325817002055,2,2,-0.3539368267128516,0,2,1,0,2,2,0.9040937501345323,2,1,-0.6983868084555068,1,1.0,0
252,1,1,0.7447702382983376,2,0,-0.38915909903674983,0,2,1,2,2,3,-1.015363870514571,0,1,-0.6983868084555068,2,1.0,0
253,0,3,0.25103596496548986,3,2,0.30866037541988844,1,2,2,0,3,1,-0.05563506019001937,2,1,1.0342230879313794,2,1.0,0
254,0,1,-0.9832997183666294,2,2,-0.43100734338197555,4,3,2,0,1,2,-1.015363870514571,2,1,-0.6983868084555068,2,1.0,0
255,0,1,3.2134416049625765,3,3,1.4479788277186576,4,2,2,0,1,0,-0.753619649516966,2,1,-0.6983868084555068,1,1.0,0
258,0,3,-0.4895654450337817,2,1,0.19043908514462587,1,1,1,0,4,2,-1.1026119441804394,2,1,-0.6983868084555068,2,1.0,0
259,0,3,-0.8187216272556802,4,3,-0.7364995271021231,1,0,1,0,4,0,1.8638225604590841,2,1,2.7668329843182655,1,1.0,0
260,0,0,-0.7364325817002055,2,2,-0.5610856362217187,0,2,2,0,2,0,-0.753619649516966,2,1,-0.6983868084555068,2,1.0,0
261,0,0,0.25103596496548986,2,3,-0.5799173461770702,0,4,1,0,4,2,1.6893264131273473,2,1,-0.6983868084555068,2,1.0,0
262,0,0,-0.24269830836735784,4,0,0.7100547857645114,0,4,2,0,4,3,0.031613013475848974,2,2,2.7668329843182655,3,1.0,0
263,0,3,-0.7364325817002055,4,6,-0.18061534804970852,0,4,1,0,4,3,1.8638225604590841,0,2,2.7668329843182655,1,1.0,0
264,0,3,-0.9010106728111548,4,0,-0.7096469036472699,0,4,2,0,4,0,-0.3173792811876244,2,1,1.0342230879313794,1,2.0,1
265,1,1,-0.4895654450337817,2,3,-0.8592543771814517,0,4,2,0,3,2,0.11886108714171731,2,1,-0.6983868084555068,2,2.0,0
266,0,3,1.2385045116311852,4,9,1.059487626047146,4,4,2,0,4,0,0.031613013475848974,2,1,1.0342230879313794,2,1.0,0
267,0,3,0.25103596496548986,2,3,-0.6043288220451186,0,1,1,0,3,2,0.20610916080758565,1,1,-0.6983868084555068,2,1.0,0
268,1,0,-0.5718544905892563,2,0,1.9920060042065917,0,4,0,0,4,1,0.816845676468664,2,1,-0.6983868084555068,3,1.0,1
269,0,3,0.25103596496548986,2,3,-0.7905535093813729,4,4,2,0,2,2,-0.9281157968487027,2,1,1.0342230879313794,2,1.0,0
270,0,3,-0.24269830836735784,2,0,-0.2106065898304536,4,3,2,0,3,1,-0.3173792811876244,2,1,-0.6983868084555068,2,1.0,1
271,0,3,-0.7364325817002055,4,2,-0.6500131554553233,2,3,1,0,4,2,0.11886108714171731,2,0,-0.6983868084555068,2,1.0,0
272,0,1,2.225973058296881,1,0,3.104820568420051,4,0,2,1,4,3,0.031613013475848974,2,2,-0.6983868084555068,3,1.0,0
273,1,1,2.225973058296881,2,3,-0.07180991275212174,0,3,2,0,4,0,-0.6663715758510977,2,1,1.0342230879313794,2,1.0,0
274,1,0,0.7447702382983376,2,5,3.0451868202281043,0,1,0,0,1,3,-0.14288313385588772,2,1,-0.6983868084555068,1,1.0,0
275,0,3,-0.9832997183666294,2,3,-0.19840085189642945,0,2,2,0,2,0,-0.3173792811876244,2,1,-0.6983868084555068,2,2.0,0
276,0,3,-0.24269830836735784,4,3,-0.30058031517268885,0,2,1,0,2,2,-0.8408677231828344,2,1,1.0342230879313794,2,1.0,0
277,0,0,-0.7364325817002055,2,2,-0.69883610719142,4,4,0,0,4,1,1.1658379711321374,2,1,-0.6983868084555068,1,1.0,0
278,1,3,-1.2301668550330533,2,2,0.4690786454099202,0,1,1,0,4,1,-0.3173792811876244,2,1,-0.6983868084555068,2,1.0,0
279,0,3,0.25103596496548986,2,3,-0.47599420605309317,1,2,2,0,4,2,-0.5791235021852293,2,0,-0.6983868084555068,3,1.0,0
280,0,3,-0.4895654450337817,4,1,0.035600581067290846,3,4,2,0,4,3,-1.1026119441804394,2,0,1.0342230879313794,2,1.0,0
281,0,3,-0.7364325817002055,2,2,-0.5900306718938332,0,2,2,0,2,0,1.2530860447980057,2,1,-0.6983868084555068,2,1.0,0
282,0,2,-0.24269830836735784,1,3,-0.6350175345649508,4,3,2,0,4,2,1.1658379711321374,0,1,-0.6983868084555068,1,1.0,0
283,0,3,-0.4895654450337817,4,2,-0.6088623818491847,4,4,2,0,4,1,2.387311002454294,2,1,-0.6983868084555068,2,1.0,0
284,0,1,0.25103596496548986,4,0,0.2134556195345,1,1,0,0,2,2,0.11886108714171731,2,1,-0.6983868084555068,2,1.0,0
285,0,0,2.143684012741406,2,0,2.6002004886905383,0,1,1,0,1,0,-0.05563506019001937,2,1,-0.6983868084555068,1,1.0,0
286,0,0,2.225973058296881,2,1,0.5308048058191281,0,3,2,0,3,1,-0.8408677231828344,2,1,-0.6983868084555068,2,2.0,0
287,0,1,2.225973058296881,3,10,1.5051714283237996,1,0,2,0,4,3,-0.4046273548534927,2,2,-0.6983868084555068,3,1.0,0
288,0,1,-0.7364325817002055,2,3,-0.7581211200138229,0,2,1,2,4,0,1.1658379711321374,2,1,1.0342230879313794,2,1.0,0
289,1,0,0.25103596496548986,3,3,-0.7818351251427842,0,1,3,0,4,0,1.078589897466269,1,1,-0.6983868084555068,2,1.0,0
290,0,3,-0.7364325817002055,2,9,-0.7637008859265197,0,2,3,0,2,0,-0.8408677231828344,2,1,-0.6983868084555068,2,1.0,1
291,1,1,1.2385045116311852,2,1,2.1384748594148815,0,1,3,0,4,2,-0.6663715758510977,2,0,-0.6983868084555068,3,1.0,0
292,0,0,0.25103596496548986,4,1,1.099592193544654,0,4,1,0,4,3,0.7295976028027957,2,2,1.0342230879313794,3,2.0,0
293,0,2,1.732238784964033,4,1,0.5335946887754764,0,4,2,0,4,3,1.7765744867932158,2,2,-0.6983868084555068,2,1.0,0
294,0,3,2.225973058296881,4,9,1.521561990692346,4,4,0,0,2,2,0.9040937501345323,0,1,1.0342230879313794,3,2.0,0
295,1,1,2.225973058296881,2,2,2.334464137098355,0,1,1,0,2,2,-0.8408677231828344,2,1,-0.6983868084555068,2,1.0,0
296,0,3,-0.7364325817002055,2,1,0.49139770906070723,4,1,1,0,4,2,-1.3643561651780445,2,0,-0.6983868084555068,2,1.0,0
297,0,3,-0.9010106728111548,2,0,-0.6901177229528312,4,4,2,1,2,1,0.816845676468664,2,1,-0.6983868084555068,1,1.0,1
298,0,3,-0.24269830836735784,2,2,-0.26187068915335504,0,2,2,0,4,0,0.6423495291369273,2,1,-0.6983868084555068,2,1.0,0
299,0,1,0.004168828299066009,4,2,-0.18166155415833918,3,3,2,0,2,2,-0.3173792811876244,2,1,1.0342230879313794,2,1.0,0
300,0,3,-1.2301668550330533,2,0,-0.9045899752221128,0,0,1,0,4,0,1.602078339461479,2,1,-0.6983868084555068,0,1.0,0
301,1,1,1.2385045116311852,0,3,0.1876492021882775,0,2,1,0,1,2,0.555101455471059,2,1,-0.6983868084555068,2,1.0,0
302,1,2,0.25103596496548986,4,0,-0.670239806888849,4,3,2,0,2,0,0.11886108714171731,0,1,1.0342230879313794,1,2.0,0
303,0,0,-0.9010106728111548,4,0,-0.7769528299691746,0,3,2,1,3,1,1.1658379711321374,2,1,1.0342230879313794,2,1.0,0
304,1,3,2.225973058296881,4,0,2.3927029438121274,2,2,2,0,2,3,0.7295976028027957,0,2,-0.6983868084555068,2,1.0,0
305,0,3,-1.2301668550330533,2,2,-0.6008414683496831,3,2,0,0,2,0,-0.23013120752175603,2,1,-0.6983868084555068,2,1.0,0
306,0,3,0.7447702382983376,2,1,0.5388257193186297,4,3,1,0,4,1,-1.015363870514571,1,0,-0.6983868084555068,1,1.0,0
307,1,0,-0.7364325817002055,2,3,-0.8854095298972178,1,1,3,0,3,3,-0.23013120752175603,2,1,-0.6983868084555068,1,1.0,0
308,1,1,-1.065588763922104,2,2,-0.7075544914300086,0,2,1,0,4,0,-1.015363870514571,2,1,-0.6983868084555068,2,1.0,0
309,0,1,-0.9832997183666294,2,0,-1.0426891815613577,0,2,3,0,4,0,-1.1898600178463077,2,0,-0.6983868084555068,1,1.0,0
310,0,1,2.225973058296881,2,10,0.7376048799584517,4,0,2,0,4,3,0.3806053081393223,0,2,-0.6983868084555068,0,1.0,0
311,0,3,0.25103596496548986,2,2,0.7829404779991128,1,2,2,0,1,2,-0.9281157968487027,1,1,-0.6983868084555068,2,1.0,0
312,0,2,0.25103596496548986,2,2,0.1684687568633824,0,1,1,0,4,2,-0.8408677231828344,2,1,-0.6983868084555068,2,1.0,0
313,1,1,-0.7364325817002055,2,0,-0.9000564154180467,0,3,3,0,3,2,-0.9281157968487027,0,1,-0.6983868084555068,1,1.0,0
314,0,2,-1.3947449461440025,2,0,-0.617929501457317,4,1,2,0,2,0,-0.5791235021852293,2,1,-0.6983868084555068,1,2.0,1
315,1,0,1.2385045116311852,1,2,-0.18131281878879563,0,4,2,0,4,2,-0.4046273548534927,0,1,-0.6983868084555068,2,1.0,0
316,0,0,-0.7364325817002055,2,2,-0.8920355019185452,0,2,2,2,3,1,0.20610916080758565,2,1,-0.6983868084555068,1,2.0,0
319,0,0,-0.4895654450337817,3,2,0.13150280769176637,0,4,1,0,4,1,-0.753619649516966,2,1,1.0342230879313794,1,1.0,0
320,1,1,0.7447702382983376,4,0,0.3428364416351561,0,0,3,0,2,2,-0.6663715758510977,2,1,1.0342230879313794,3,1.0,0
321,1,0,0.25103596496548986,2,3,-0.4630909973799819,0,1,0,0,3,1,-0.3173792811876244,2,1,-0.6983868084555068,2,1.0,0
322,0,0,0.25103596496548986,2,1,-0.12412021818365385,0,3,2,0,1,3,-0.14288313385588772,2,2,-0.6983868084555068,3,1.0,0
323,0,0,-0.24269830836735784,2,2,-0.21165279593908423,3,2,2,0,2,2,-0.6663715758510977,2,1,-0.6983868084555068,2,1.0,0
324,0,3,-0.24269830836735784,4,0,-0.78044018366461,0,2,1,0,3,0,0.031613013475848974,2,1,1.0342230879313794,2,1.0,0
325,0,0,-1.065588763922104,4,0,0.04606264215359727,0,3,2,0,4,0,0.29335723447345396,2,1,1.0342230879313794,1,1.0,1
326,0,3,-0.7364325817002055,4,2,0.8840737351667416,4,4,2,0,4,1,1.1658379711321374,2,0,-0.6983868084555068,2,1.0,0
327,0,3,0.25103596496548986,2,0,-0.6071187050014669,3,3,1,0,3,2,-0.14288313385588772,2,1,-0.6983868084555068,2,2.0,0
328,0,2,1.2385045116311852,2,3,0.4209531644129107,0,4,2,0,2,2,-0.4046273548534927,2,1,-0.6983868084555068,2,1.0,0
329,0,1,-1.2301668550330533,2,3,-0.7664907688828682,0,4,2,0,4,2,-0.6663715758510977,2,1,-0.6983868084555068,2,2.0,0
330,0,0,0.25103596496548986,4,1,1.1679443259751892,0,0,2,0,4,3,3.4342878864447144,2,2,1.0342230879313794,3,1.0,0
331,1,3,-0.24269830836735784,4,6,-0.4888974147262044,1,2,1,0,2,0,-0.49187542851936106,2,1,1.0342230879313794,2,1.0,0
332,1,1,3.2134416049625765,2,0,1.4444914740232222,1,1,1,0,2,1,-1.015363870514571,2,1,-0.6983868084555068,3,1.0,0
333,1,3,2.225973058296881,4,1,2.902902789454337,1,2,1,0,4,2,-1.015363870514571,0,0,1.0342230879313794,1,1.0,0
334,1,0,0.25103596496548986,0,2,0.294362225268603,0,4,2,0,4,3,-1.1026119441804394,0,0,1.0342230879313794,2,2.0,0
335,1,0,-1.2301668550330533,4,2,0.041180346979987605,0,2,0,0,4,0,0.7295976028027957,2,0,-0.6983868084555068,3,1.0,0
336,0,1,-0.654143536144731,2,3,-0.4062471321443837,0,1,1,2,4,1,-1.1026119441804394,2,1,-0.6983868084555068,1,1.0,0
337,1,0,-0.4895654450337817,2,4,-0.6943025473873538,4,2,1,0,2,2,-1.015363870514571,2,0,-0.6983868084555068,2,1.0,0
342,0,1,-0.24269830836735784,2,3,-0.018453401211959,2,1,3,0,3,0,-0.9281157968487027,2,0,-0.6983868084555068,2,1.0,0
343,0,1,-0.24269830836735784,2,9,0.40909616184843006,0,4,2,1,1,0,-0.23013120752175603,0,1,-0.6983868084555068,3,1.0,0
344,0,2,-0.9010106728111548,2,0,0.23821583077209188,0,1,2,2,1,1,0.11886108714171731,2,1,-0.6983868084555068,1,2.0,0
345,0,3,-0.4895654450337817,4,3,-0.6301352393913411,0,2,1,0,2,2,0.6423495291369273,2,1,-0.6983868084555068,1,1.0,0
346,0,1,-0.654143536144731,4,3,-0.8313555476179679,0,1,2,2,4,0,-1.1026119441804394,2,1,1.0342230879313794,2,1.0,0
347,0,1,0.25103596496548986,2,3,0.17160737518927432,2,0,1,0,4,3,-1.1026119441804394,2,0,-0.6983868084555068,0,1.0,0
348,0,3,-1.2301668550330533,3,9,-0.5310943944409736,1,2,2,0,2,0,-0.14288313385588772,2,1,1.0342230879313794,1,1.0,0
349,1,1,-0.9832997183666294,4,6,-0.7427767637539069,3,4,2,0,3,3,-0.3173792811876244,2,2,1.0342230879313794,2,2.0,0
350,0,3,-0.9832997183666294,2,4,-0.7079032267995522,0,1,1,0,4,0,-1.1026119441804394,2,0,-0.6983868084555068,2,1.0,0
351,1,1,-0.9832997183666294,2,2,-0.8045029241631148,0,2,1,0,2,2,-0.5791235021852293,2,1,-0.6983868084555068,2,1.0,1
352,0,3,-0.24269830836735784,4,1,-0.012873635299262241,4,0,2,0,4,3,0.20610916080758565,2,1,-0.6983868084555068,3,1.0,0
353,1,0,-0.7364325817002055,0,3,1.0228704122450734,0,2,2,0,2,1,-0.6663715758510977,2,0,1.0342230879313794,2,1.0,0
354,0,3,-0.9010106728111548,2,6,-0.8854095298972178,2,4,2,0,4,3,0.9040937501345323,2,2,-0.6983868084555068,2,1.0,0
355,1,1,0.25103596496548986,2,0,-0.7044158731041167,0,1,2,0,2,0,-1.1026119441804394,1,1,-0.6983868084555068,1,1.0,0
356,0,3,-0.7364325817002055,4,3,-0.32603799714936776,4,4,2,1,4,0,1.1658379711321374,2,1,-0.6983868084555068,2,1.0,0
357,1,3,1.2385045116311852,3,3,0.41746581071747524,0,2,2,0,2,2,-0.8408677231828344,2,1,1.0342230879313794,3,1.0,0
358,0,3,-0.7364325817002055,2,3,-0.8683214967895839,0,2,3,0,2,0,-0.6663715758510977,2,1,-0.6983868084555068,2,1.0,0
359,1,0,0.7447702382983376,2,2,-0.29988284443360175,0,3,1,0,4,0,-1.1026119441804394,2,0,-0.6983868084555068,2,1.0,0
360,0,1,-0.24269830836735784,2,6,-0.7068570206909215,4,2,2,0,4,3,2.2128148551225575,2,2,-0.6983868084555068,2,1.0,0
361,0,2,-0.7364325817002055,2,3,0.04641137752314081,4,4,2,0,3,2,0.11886108714171731,2,1,-0.6983868084555068,3,1.0,0
362,0,2,-0.7364325817002055,3,0,-0.35533176819102574,0,2,1,0,2,2,0.031613013475848974,1,1,1.0342230879313794,2,1.0,0
367,0,0,-0.24269830836735784,2,2,0.1339439552785712,0,1,1,0,4,2,-1.1898600178463077,2,0,-0.6983868084555068,2,1.0,0
368,1,0,1.2385045116311852,2,2,0.06280193989168754,0,4,2,0,2,2,0.555101455471059,2,1,-0.6983868084555068,2,2.0,0
369,0,1,-0.24269830836735784,2,2,-0.09238529955519104,0,3,1,0,4,0,0.3806053081393223,2,0,-0.6983868084555068,2,1.0,0
370,0,3,1.2385045116311852,2,0,-0.06518394073079435,4,2,2,0,4,0,0.031613013475848974,2,1,-0.6983868084555068,2,1.0,0
371,0,3,-0.24269830836735784,4,3,0.9778835495739558,0,4,2,0,4,2,-0.23013120752175603,2,1,1.0342230879313794,2,1.0,0
372,0,3,-0.9010106728111548,4,2,-0.39055404051492404,0,1,1,0,3,0,-1.1026119441804394,2,0,1.0342230879313794,2,1.0,0
373,0,3,3.2134416049625765,4,0,3.6582635998856605,4,4,2,0,4,3,2.387311002454294,0,2,-0.6983868084555068,3,1.0,0
374,1,1,3.2134416049625765,1,10,4.0160660890373405,1,4,1,0,4,3,2.125566781456689,0,2,1.0342230879313794,3,1.0,0
375,1,0,2.225973058296881,1,9,1.5410911713867848,0,3,1,2,4,2,0.11886108714171731,2,0,-0.6983868084555068,2,1.0,0
376,0,3,-0.24269830836735784,3,3,-0.32987408621434683,0,0,3,0,3,0,-0.14288313385588772,2,1,1.0342230879313794,2,1.0,0
377,0,3,-1.1478778094775786,3,3,-0.8439100209215357,4,4,2,0,4,3,0.031613013475848974,2,2,-0.6983868084555068,2,1.0,0
378,1,1,1.2385045116311852,2,0,3.854252877569134,0,4,2,0,2,3,1.8638225604590841,2,2,-0.6983868084555068,3,1.0,0
379,0,3,-1.2301668550330533,4,0,-1.0126979397806126,1,2,1,0,4,2,1.4275821921297425,2,1,1.0342230879313794,1,1.0,0
380,0,0,-0.07812021725640861,2,2,-0.36753750612504993,4,3,2,0,4,2,0.29335723447345396,2,1,-0.6983868084555068,2,1.0,0
381,1,1,-0.24269830836735784,2,1,3.386250011641694,0,0,1,0,4,3,0.20610916080758565,2,2,-0.6983868084555068,3,1.0,0
382,0,3,0.08645787385454062,2,0,-0.6915126644310055,4,3,1,0,4,1,-0.9281157968487027,2,0,-0.6983868084555068,2,1.0,0
383,0,2,-0.7364325817002055,2,0,-0.6751221020624587,0,1,2,0,1,0,-0.8408677231828344,2,1,-0.6983868084555068,2,1.0,0
384,0,3,0.7447702382983376,3,9,0.35085735513465766,1,2,2,0,2,1,-0.8408677231828344,2,1,1.0342230879313794,1,1.0,0
385,0,3,-0.24269830836735784,4,3,-0.3584703865169177,0,2,1,0,1,2,-0.9281157968487027,2,1,1.0342230879313794,2,1.0,0
386,0,3,-0.24269830836735784,2,3,-0.7462641174493424,4,1,1,0,2,0,-1.2771080915121762,2,0,-0.6983868084555068,2,1.0,0
387,0,1,-0.24269830836735784,4,2,1.4326344714587416,0,0,2,0,4,1,0.3806053081393223,1,1,1.0342230879313794,3,1.0,0
388,0,1,-0.4895654450337817,4,9,-0.3277816739970855,2,2,2,0,4,2,-0.753619649516966,0,1,-0.6983868084555068,2,1.0,0
392,0,0,1.2385045116311852,2,0,-0.005898927908391294,0,3,2,0,4,3,0.29335723447345396,0,2,-0.6983868084555068,3,2.0,0
393,0,0,-1.2301668550330533,4,3,-0.4564650253586545,0,3,1,0,4,2,-0.4046273548534927,2,1,-0.6983868084555068,2,1.0,0
394,0,3,-0.9832997183666294,4,2,-0.29988284443360175,0,0,2,0,3,2,-0.4046273548534927,2,1,-0.6983868084555068,3,1.0,0
395,0,1,1.4853716482976091,3,6,2.9621878022767403,1,3,2,0,3,3,-0.3173792811876244,2,0,-0.6983868084555068,2,1.0,0
396,0,0,-0.7364325817002055,2,2,-0.23990036087211158,0,0,1,0,4,3,1.6893264131273473,2,2,-0.6983868084555068,3,1.0,0
397,0,0,1.2385045116311852,4,2,-0.3201094958671275,0,2,3,0,2,1,0.9040937501345323,2,1,1.0342230879313794,2,1.0,0
398,1,1,-0.7364325817002055,2,0,-0.7124367866036183,0,4,0,0,1,0,0.9040937501345323,2,0,1.0342230879313794,2,1.0,0
399,0,3,0.25103596496548986,4,3,-0.6102573233273589,3,2,1,0,1,0,0.6423495291369273,2,1,1.0342230879313794,1,1.0,0
400,0,3,-0.24269830836735784,2,3,-0.6252529442177315,0,1,3,0,4,0,0.29335723447345396,2,1,-0.6983868084555068,2,1.0,0
401,0,1,-0.24269830836735784,4,9,-0.48087650122670283,4,2,3,0,4,0,-0.6663715758510977,0,1,1.0342230879313794,2,1.0,0
402,1,3,0.25103596496548986,3,9,1.876923332257221,0,1,2,0,2,2,-0.753619649516966,0,1,1.0342230879313794,2,1.0,0
403,0,3,-0.5718544905892563,3,0,-0.8592543771814517,0,2,2,0,2,2,-0.753619649516966,2,1,1.0342230879313794,1,1.0,0
404,0,1,-0.24269830836735784,3,0,-0.12795630724863288,4,4,2,0,4,2,0.6423495291369273,2,1,-0.6983868084555068,2,2.0,0
405,1,1,0.25103596496548986,2,3,-0.4278687250560836,0,1,3,0,1,1,-1.1898600178463077,2,1,-0.6983868084555068,2,1.0,0
406,0,3,0.25103596496548986,4,1,-0.37276853666820314,4,3,2,0,4,2,0.6423495291369273,2,1,1.0342230879313794,2,2.0,0
407,0,0,-0.4895654450337817,2,3,-0.7717217994260214,0,1,3,0,2,0,-0.753619649516966,2,1,-0.6983868084555068,2,1.0,1
408,0,3,0.25103596496548986,2,3,-0.010781223082000958,2,4,0,0,2,2,-0.8408677231828344,2,1,-0.6983868084555068,3,1.0,0
409,1,2,-0.7364325817002055,4,0,-0.8114776315539858,2,3,3,0,2,0,-0.6663715758510977,2,1,2.7668329843182655,2,1.0,0
410,0,1,0.25103596496548986,2,3,-0.452977671663219,0,4,1,0,4,2,-1.3643561651780445,2,1,-0.6983868084555068,2,1.0,0
411,0,3,0.9916373749647615,4,1,1.3904374917439724,0,3,2,0,2,2,-0.05563506019001937,2,1,1.0342230879313794,3,1.0,0
412,1,3,-0.7364325817002055,4,9,-0.33963867656156616,0,0,2,0,2,2,0.555101455471059,1,1,1.0342230879313794,3,1.0,0
413,0,3,-0.9010106728111548,2,0,-0.5820097583943316,2,2,2,0,2,3,0.3806053081393223,2,0,-0.6983868084555068,1,2.0,1
414,1,0,0.25103596496548986,2,0,-0.6573365982157378,4,2,1,0,2,1,-0.05563506019001937,2,1,-0.6983868084555068,2,1.0,0
415,0,3,1.2385045116311852,4,1,0.898371885318027,0,4,2,0,2,1,-0.05563506019001937,2,1,1.0342230879313794,2,2.0,0
416,1,0,-0.7364325817002055,2,0,-0.23955162550256803,0,1,2,0,1,0,-0.23013120752175603,2,1,-0.6983868084555068,1,2.0,0
417,0,0,-0.24269830836735784,3,6,1.815197171848013,4,2,1,0,2,2,-1.1026119441804394,2,0,1.0342230879313794,2,1.0,0
418,0,3,0.004168828299066009,2,0,-0.16875834548522792,2,3,1,0,2,2,-0.4046273548534927,0,1,-0.6983868084555068,3,1.0,0
422,0,1,-0.7364325817002055,4,0,-0.8048516595326584,0,3,2,0,3,0,0.9913418238004007,2,1,1.0342230879313794,1,2.0,0
423,0,3,0.004168828299066009,3,2,-0.5841021706115929,1,3,2,0,3,0,-0.14288313385588772,2,1,1.0342230879313794,3,1.0,0
424,1,1,-0.7364325817002055,2,2,-0.17573305287609886,4,4,1,0,2,1,-0.9281157968487027,0,1,-0.6983868084555068,2,1.0,0
425,0,1,-0.24269830836735784,2,1,-0.16980455159385857,0,2,3,0,3,2,-1.2771080915121762,2,0,-0.6983868084555068,2,1.0,0
426,0,3,0.5801921471873883,4,3,-0.18235902489742625,0,4,2,0,2,2,-0.5791235021852293,2,1,1.0342230879313794,2,1.0,0
427,0,3,-0.24269830836735784,4,3,-0.7382432039498408,3,2,2,0,3,0,0.9040937501345323,2,1,1.0342230879313794,2,1.0,0
428,0,3,-0.9832997183666294,2,2,-0.681050603344699,0,4,2,0,4,2,-1.3643561651780445,2,1,-0.6983868084555068,2,1.0,0
